ID,Title,Author,Year,Format,File
1, Membangun Kesadaran Masyarakat Terhadap Hoaks dan Disinformasi: Sosialisasi Literasi Media Digital di Kalangan Remaja, Sanggarwati D. A. dkk,2025,PDF,ebook/Sanggarwati - Membangun Kesadaran Masyarakat with GitHub.pdf
